cell_num	coverage_mean	coverage_variance	eff_seq_err_rate	ado_rate	deletion_rate	insertion_rate	dataset	tool	snv_type	tool_setup	fine_tune_type	data_type	candidate_sites_file	true_sites_file	num_candidate_mutated_sites	num_background_sites	tp	fp	fn	recall	precision	f1_score	tp_M	fn_M	recall_M	tp_D	fn_D	recall_D	tp_M&D&(~I)	fn_M&D&(~I)	recall_M&D&(~I)
40	20	2	0.001999	0.3	8e-07	0.0	0001	sciphi	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_002/benchmark_results/sciphi/no_cnv/0001/sciphi/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_002/benchmark_results/simulated_data/results/data_type/no_cnv/0001/true_evo_events_sites_names	524	3892.0	524	0	225	0.6995994659546061	1.0	0.8232521602513747	524	176	0.7485714285714286	46	62	0.4259259259259259	46	13	0.7796610169491526
40	20	2	0.001999	0.3	8e-07	0.0	0002	sciphi	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_002/benchmark_results/sciphi/no_cnv/0002/sciphi/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_002/benchmark_results/simulated_data/results/data_type/no_cnv/0002/true_evo_events_sites_names	510	3777.0	510	0	234	0.6854838709677419	1.0	0.8133971291866029	510	190	0.7285714285714285	42	60	0.4117647058823529	42	16	0.7241379310344828
40	20	2	0.001999	0.3	8e-07	0.0	0003	sciphi	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_002/benchmark_results/sciphi/no_cnv/0003/sciphi/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_002/benchmark_results/simulated_data/results/data_type/no_cnv/0003/true_evo_events_sites_names	532	4047.0	532	0	216	0.7112299465240641	1.0	0.83125	532	168	0.76	41	61	0.4019607843137255	41	13	0.7592592592592593
40	20	2	0.001999	0.3	8e-07	0.0	0004	sciphi	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_002/benchmark_results/sciphi/no_cnv/0004/sciphi/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_002/benchmark_results/simulated_data/results/data_type/no_cnv/0004/true_evo_events_sites_names	505	4729.0	505	0	248	0.6706507304116865	1.0	0.8028616852146264	505	195	0.7214285714285714	25	68	0.2688172043010752	25	15	0.625
40	20	2	0.001999	0.3	8e-07	0.0	0005	sciphi	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_002/benchmark_results/sciphi/no_cnv/0005/sciphi/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_002/benchmark_results/simulated_data/results/data_type/no_cnv/0005/true_evo_events_sites_names	517	3752.0	517	0	227	0.6948924731182796	1.0	0.8199841395717684	517	183	0.7385714285714285	55	57	0.4910714285714285	55	13	0.8088235294117647
40	20	2	0.001999	0.3	8e-07	0.0	0006	sciphi	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_002/benchmark_results/sciphi/no_cnv/0006/sciphi/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_002/benchmark_results/simulated_data/results/data_type/no_cnv/0006/true_evo_events_sites_names	456	5114.0	456	0	291	0.6104417670682731	1.0	0.7581047381546134	456	244	0.6514285714285715	25	60	0.2941176470588235	25	13	0.6578947368421053
40	20	2	0.001999	0.3	8e-07	0.0	0007	sciphi	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_002/benchmark_results/sciphi/no_cnv/0007/sciphi/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_002/benchmark_results/simulated_data/results/data_type/no_cnv/0007/true_evo_events_sites_names	541	4185.0	541	0	207	0.7232620320855615	1.0	0.839410395655547	541	159	0.7728571428571429	37	54	0.4065934065934066	37	6	0.8604651162790697
40	20	2	0.001999	0.3	8e-07	0.0	0008	sciphi	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_002/benchmark_results/sciphi/no_cnv/0008/sciphi/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_002/benchmark_results/simulated_data/results/data_type/no_cnv/0008/true_evo_events_sites_names	506	3827.0	506	0	238	0.6801075268817204	1.0	0.8096	506	194	0.7228571428571429	40	60	0.4	40	16	0.7142857142857143
40	20	2	0.001999	0.3	8e-07	0.0	0009	sciphi	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_002/benchmark_results/sciphi/no_cnv/0009/sciphi/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_002/benchmark_results/simulated_data/results/data_type/no_cnv/0009/true_evo_events_sites_names	491	4450.0	491	0	253	0.6599462365591398	1.0	0.7951417004048583	491	209	0.7014285714285714	32	57	0.3595505617977528	32	13	0.7111111111111111
40	20	2	0.001999	0.3	8e-07	0.0	0010	sciphi	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_002/benchmark_results/sciphi/no_cnv/0010/sciphi/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_002/benchmark_results/simulated_data/results/data_type/no_cnv/0010/true_evo_events_sites_names	528	3981.0	528	0	216	0.7096774193548387	1.0	0.8301886792452831	528	172	0.7542857142857143	49	51	0.49	49	7	0.875
