cell_num	coverage_mean	coverage_variance	eff_seq_err_rate	ado_rate	deletion_rate	insertion_rate	dataset	tool	snv_type	tool_setup	fine_tune_type	data_type	candidate_sites_file	true_sites_file	num_candidate_mutated_sites	num_background_sites	tp	fp	fn	recall	precision	f1_score	tp_M	fn_M	recall_M	tp_D	fn_D	recall_D	tp_M&D&(~I)	fn_M&D&(~I)	recall_M&D&(~I)
40	5	20	0.001999	0.3	1e-07	0.0	0001	sciphi	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_201/benchmark_results/sciphi/no_cnv/0001/sciphi/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_201/benchmark_results/simulated_data/results/data_type/no_cnv/0001/true_evo_events_sites_names	579	9421.0	579	0	714	0.4477958236658932	1.0	0.6185897435897436	579	590	0.495295124037639	5	133	0.036231884057971	5	9	0.3571428571428571
40	5	20	0.001999	0.3	1e-07	0.0	0002	sciphi	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_201/benchmark_results/sciphi/no_cnv/0002/sciphi/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_201/benchmark_results/simulated_data/results/data_type/no_cnv/0002/true_evo_events_sites_names	454	9546.0	454	0	453	0.5005512679162073	1.0	0.6671565025716385	454	374	0.5483091787439613	4	85	0.0449438202247191	4	6	0.4
40	5	20	0.001999	0.3	1e-07	0.0	0003	sciphi	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_201/benchmark_results/sciphi/no_cnv/0003/sciphi/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_201/benchmark_results/simulated_data/results/data_type/no_cnv/0003/true_evo_events_sites_names	545	9455.0	545	0	635	0.461864406779661	1.0	0.6318840579710145	545	538	0.5032317636195752	5	102	0.0467289719626168	5	5	0.5
40	5	20	0.001999	0.3	1e-07	0.0	0004	sciphi	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_201/benchmark_results/sciphi/no_cnv/0004/sciphi/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_201/benchmark_results/simulated_data/results/data_type/no_cnv/0004/true_evo_events_sites_names	306	9694.0	306	0	745	0.291151284490961	1.0	0.4509948415622697	306	663	0.3157894736842105	2	90	0.0217391304347826	2	8	0.2
40	5	20	0.001999	0.3	1e-07	0.0	0005	sciphi	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_201/benchmark_results/sciphi/no_cnv/0005/sciphi/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_201/benchmark_results/simulated_data/results/data_type/no_cnv/0005/true_evo_events_sites_names	590	9410.0	590	0	538	0.5230496453900709	1.0	0.6868451688009313	590	435	0.5756097560975609	7	106	0.0619469026548672	7	3	0.7
40	5	20	0.001999	0.3	1e-07	0.0	0006	sciphi	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_201/benchmark_results/sciphi/no_cnv/0006/sciphi/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_201/benchmark_results/simulated_data/results/data_type/no_cnv/0006/true_evo_events_sites_names	314	9686.0	314	0	550	0.3634259259259259	1.0	0.533106960950764	314	466	0.4025641025641026	1	87	0.0113636363636363	1	3	0.25
40	5	20	0.001999	0.3	1e-07	0.0	0007	sciphi	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_201/benchmark_results/sciphi/no_cnv/0007/sciphi/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_201/benchmark_results/simulated_data/results/data_type/no_cnv/0007/true_evo_events_sites_names	493	9507.0	493	0	604	0.4494074749316317	1.0	0.620125786163522	493	514	0.4895729890764647	5	96	0.0495049504950495	5	6	0.4545454545454545
40	5	20	0.001999	0.3	1e-07	0.0	0008	sciphi	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_201/benchmark_results/sciphi/no_cnv/0008/sciphi/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_201/benchmark_results/simulated_data/results/data_type/no_cnv/0008/true_evo_events_sites_names	402	9598.0	402	0	465	0.4636678200692041	1.0	0.6335697399527187	402	386	0.5101522842639594	4	82	0.0465116279069767	4	3	0.5714285714285714
40	5	20	0.001999	0.3	1e-07	0.0	0009	sciphi	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_201/benchmark_results/sciphi/no_cnv/0009/sciphi/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_201/benchmark_results/simulated_data/results/data_type/no_cnv/0009/true_evo_events_sites_names	523	9477.0	523	0	636	0.451251078515962	1.0	0.6218787158145065	523	537	0.4933962264150943	10	105	0.0869565217391304	10	6	0.625
40	5	20	0.001999	0.3	1e-07	0.0	0010	sciphi	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_201/benchmark_results/sciphi/no_cnv/0010/sciphi/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_201/benchmark_results/simulated_data/results/data_type/no_cnv/0010/true_evo_events_sites_names	295	9705.0	295	0	489	0.3762755102040816	1.0	0.5468025949953661	295	426	0.4091539528432732	1	66	0.0149253731343283	1	3	0.25
40	5	20	0.001999	0.3	1e-07	0.0	0001	sciphin	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_201/benchmark_results/sciphin/no_cnv/0001/sciphin/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_201/benchmark_results/simulated_data/results/data_type/no_cnv/0001/true_evo_events_sites_names	579	9421.0	579	0	714	0.4477958236658932	1.0	0.6185897435897436	579	590	0.495295124037639	5	133	0.036231884057971	5	9	0.3571428571428571
40	5	20	0.001999	0.3	1e-07	0.0	0002	sciphin	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_201/benchmark_results/sciphin/no_cnv/0002/sciphin/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_201/benchmark_results/simulated_data/results/data_type/no_cnv/0002/true_evo_events_sites_names	454	9546.0	454	0	453	0.5005512679162073	1.0	0.6671565025716385	454	374	0.5483091787439613	4	85	0.0449438202247191	4	6	0.4
40	5	20	0.001999	0.3	1e-07	0.0	0003	sciphin	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_201/benchmark_results/sciphin/no_cnv/0003/sciphin/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_201/benchmark_results/simulated_data/results/data_type/no_cnv/0003/true_evo_events_sites_names	545	9455.0	545	0	635	0.461864406779661	1.0	0.6318840579710145	545	538	0.5032317636195752	5	102	0.0467289719626168	5	5	0.5
40	5	20	0.001999	0.3	1e-07	0.0	0004	sciphin	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_201/benchmark_results/sciphin/no_cnv/0004/sciphin/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_201/benchmark_results/simulated_data/results/data_type/no_cnv/0004/true_evo_events_sites_names	306	9694.0	306	0	745	0.291151284490961	1.0	0.4509948415622697	306	663	0.3157894736842105	2	90	0.0217391304347826	2	8	0.2
40	5	20	0.001999	0.3	1e-07	0.0	0005	sciphin	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_201/benchmark_results/sciphin/no_cnv/0005/sciphin/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_201/benchmark_results/simulated_data/results/data_type/no_cnv/0005/true_evo_events_sites_names	590	9410.0	590	0	538	0.5230496453900709	1.0	0.6868451688009313	590	435	0.5756097560975609	7	106	0.0619469026548672	7	3	0.7
40	5	20	0.001999	0.3	1e-07	0.0	0006	sciphin	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_201/benchmark_results/sciphin/no_cnv/0006/sciphin/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_201/benchmark_results/simulated_data/results/data_type/no_cnv/0006/true_evo_events_sites_names	314	9686.0	314	0	550	0.3634259259259259	1.0	0.533106960950764	314	466	0.4025641025641026	1	87	0.0113636363636363	1	3	0.25
40	5	20	0.001999	0.3	1e-07	0.0	0007	sciphin	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_201/benchmark_results/sciphin/no_cnv/0007/sciphin/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_201/benchmark_results/simulated_data/results/data_type/no_cnv/0007/true_evo_events_sites_names	493	9507.0	493	0	604	0.4494074749316317	1.0	0.620125786163522	493	514	0.4895729890764647	5	96	0.0495049504950495	5	6	0.4545454545454545
