cell_num	coverage_mean	coverage_variance	dataset	tool	snv_type	tool_setup	fine_tune_type	data_type	estimates_type	mutation_rate	deletion_rate	doublet_rate	insertion_rate	cnv_rate	allelic_seq_cov	allelic_seq_cov_raw_var	eff_seq_err_rate	ado_rate	wild_overdispersion	alternative_overdispersion	gamma_shape	population_size
40	20	10	0001	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	exc_cnv	median	8e-06	0.1111548823947958	0.1	NA	2/3	21.791305325830745	15.126165634372674	0.0023888760406033	0.2843678417795194	51.55990742183679	2.6988071214556664	8.6317740000919	2.0854716069413035
40	20	10	0001	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	inc_cnv	median	8e-06	0.9328611343555592	0.1	NA	2/3	36.52109441241299	456.41304048975854	0.0018767020791905	0.1626124000537796	51.366946970348295	1.821400654512944	3.880568094264186	7.200638788092483
40	20	10	0001	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	no_cnv	median	8e-06	0.1207278044618546	0.1	NA	0	21.732298461047503	14.940408243815105	0.002372939542298	0.2861165398389333	51.38514684371241	2.651876043936293	13.098351291538537	1.7855041535796463
40	20	10	0002	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	exc_cnv	median	8e-06	0.1280081815663458	0.1	NA	2/3	19.630401677514044	13.034382006771333	0.0023905273972447	0.2900376308009173	51.440123159290856	2.7541315910636754	7.54644921716196	1.969362523210529
40	20	10	0002	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	inc_cnv	mode	8e-06	0.6826722758675993	0.1	NA	2/3	32.27363743627315	371.4519440058404	0.0018750928474435	0.1714272069308223	51.341815705151625	1.88214597135633	4.046314934345135	6.818934729760805
40	20	10	0002	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	no_cnv	median	8e-06	0.0887435094105172	0.1	NA	0	19.752957547677426	12.903551613331324	0.0023865951911942	0.2795733129470276	51.359228574748	2.681892187699725	12.964645042152034	1.7858931868521182
40	20	10	0003	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	exc_cnv	median	8e-06	0.1109967321695651	0.1	NA	2/3	22.227460780401245	18.2136366421761	0.0024190913659501	0.2513551137586381	51.76547300158451	2.616176606859652	7.6669223448717085	2.337916858237873
40	20	10	0003	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	inc_cnv	median	8e-06	0.8707829644794459	0.1	NA	2/3	36.79001109471874	472.6018466039808	0.0019423881988483	0.1495503906643496	51.40482696648671	1.9533709961578825	2.815406351098943	11.343811977644355
40	20	10	0003	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	no_cnv	median	8e-06	0.1120974142063025	0.1	NA	0	22.344487731476743	17.893324442057548	0.0024385914992353	0.2570825546392283	51.53708270309889	2.6968470208746376	12.31782041024512	2.117365582882176
40	20	10	0004	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	exc_cnv	median	8e-06	0.1331274476238863	0.1	NA	2/3	19.50177809077182	12.725850867264068	0.0023214066251744	0.2872508828098806	51.52213868011714	2.5718230020729957	8.396083641414444	1.5942678562362158
40	20	10	0004	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	inc_cnv	median	8e-06	0.9333512746198516	0.1	NA	2/3	31.32997857044657	328.03964662694113	0.0018418212585807	0.1955400884250923	51.37815671489754	1.9400618895605235	2.5499426734624926	7.809504433419614
40	20	10	0004	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	no_cnv	median	8e-06	0.1117677623165745	0.1	NA	0	19.4548846152922	11.699266199002391	0.0023448626804726	0.2906950848222793	51.39525120221911	2.5902778908910515	13.405992584322838	1.411619757662846
40	20	10	0005	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	exc_cnv	median	8e-06	0.0942712636783505	0.1	NA	2/3	21.56240858035037	14.572252606870428	0.0023866395102423	0.2877442974825223	51.55922266294726	2.62099721513534	8.980587749710015	1.227102642973104
40	20	10	0005	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	inc_cnv	median	8e-06	0.9292288923477228	0.1	NA	2/3	36.15955626081166	420.2102031572268	0.0018523346251924	0.1608160882338631	51.39031776684955	1.797011323966668	7.470606134586926	4.169533329361457
40	20	10	0005	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	no_cnv	median	8e-06	0.1143128848706758	0.1	NA	0	21.55241968860838	13.859866020398648	0.0023624486433208	0.2885747403066228	51.417344355656944	2.6117331182901102	13.267067771676556	1.2654601445006275
40	20	10	0006	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	exc_cnv	median	8e-06	0.1358013626829087	0.1	NA	2/3	18.79588778826114	10.953894072500535	0.0023666988321799	0.2666023197985398	51.45682122063628	2.629169299809968	8.349322743019297	2.280968930288339
40	20	10	0006	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	inc_cnv	mode	8e-06	0.9984805757586525	0.1	NA	2/3	33.18396012427208	398.0734810588241	0.0018394860545337	0.074365277507042	51.34285625918408	1.45961646401994	3.234406117149216	9.53754993531538
40	20	10	0006	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	no_cnv	median	8e-06	0.1464766854195922	0.1	NA	0	18.90145769774544	11.147382810680629	0.0023214936547757	0.2681659700854734	51.375698778976094	2.415984603221591	13.059247445728683	2.5512793575950634
40	20	10	0007	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	exc_cnv	mode	8e-06	0.1295680661385381	0.1	NA	2/3	20.46739267363752	13.766453069499372	0.0023704209300616	0.2896417003539938	51.631556198869845	2.7193002050629818	8.29441338703736	1.3785232905020657
40	20	10	0007	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	inc_cnv	median	8e-06	0.8168221679364692	0.1	NA	2/3	36.51827520241082	500.2430418892823	0.0018602873878669	0.1494223122723351	51.49111665186501	1.8197067821300617	5.309409842476656	4.611598514059255
40	20	10	0007	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	no_cnv	mode	8e-06	0.1171733550432813	0.1	NA	0	20.51787799403108	12.609334311407768	0.0023704630639266	0.2813182899962672	51.53589304898543	2.840322342869257	12.867733151066949	1.1641195005209
40	20	10	0008	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	exc_cnv	median	8e-06	0.0779409310740059	0.1	NA	2/3	22.64997905879716	17.81536117808526	0.002501696094945	0.2696504756225008	51.5679344339904	2.770090484380966	8.44433367205386	2.3200494669313185
40	20	10	0008	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	inc_cnv	median	8e-06	0.7435480750103336	0.1	NA	2/3	38.51245812499628	532.168701192745	0.0019592268724826	0.1595222995571155	51.3620172860283	1.8776643641650648	4.850868222032404	7.57179484417138
40	20	10	0008	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	no_cnv	mode	8e-06	0.0896906687432403	0.1	NA	0	22.83208883247402	17.456205312418227	0.0024743320409465	0.2666704512841956	51.37010895330442	2.682693131534167	12.550689439233876	2.2449154392629023
40	20	10	0009	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	exc_cnv	median	8e-06	0.0770407962991441	0.1	NA	2/3	17.76549726510773	9.885882442614696	0.0024125592452069	0.2744506880918898	51.49819049725848	2.6268713205236365	7.994817490715862	1.5481175753666274
