cell_num	coverage_mean	coverage_variance	eff_seq_err_rate	ado_rate	mutation_rate	deletion_rate	insertion_rate	dataset	tool	snv_type	tool_setup	fine_tune_type	data_type	true_cell_names	cell_names	true_loci_info	loci_info	true_genotypes	genotypes	true_ternary	ternary	genotype_probs	true_positive	false_positive	true_negative	false_negative	recall	precision	f1_score	fall_out	true_positive_mu	false_positive_mu	true_negative_mu	false_negative_mu	recall_mu	precision_mu	f1_score_mu	fall_out_mu	true_positive_hetero_mu	false_positive_hetero_mu	true_negative_hetero_mu	false_negative_hetero_mu	recall_hetero_mu	precision_hetero_mu	f1_score_hetero_mu	fall_out_hetero_mu	true_positive_homo_mu	false_positive_homo_mu	true_negative_homo_mu	false_negative_homo_mu	recall_homo_mu	precision_homo_mu	f1_score_homo_mu	fall_out_homo_mu	true_homo_mu	true_homo_ref_as_hetero_mu	true_homo_mu_as_homo_ref	true_homo_mu_as_hetero_mu	true_positive_del	false_positive_del	true_negative_del	false_negative_del	recall_del	precision_del	fall_out_del	f1_score_del	true_positive_all_del	false_positive_all_del	true_negative_all_del	false_negative_all_del	recall_all_del	precision_all_del	fall_out_all_del	f1_score_all_del	true_positive_del_alt_left	false_positive_del_alt_left	true_negative_del_alt_left	false_negative_del_alt_left	recall_del_alt_left	precision_del_alt_left	fall_out_del_alt_left	f1_score_del_alt_left	true_positive_del_ref_left	false_positive_del_ref_left	true_negative_del_ref_left	false_negative_del_ref_left	recall_del_ref_left	precision_del_ref_left	fall_out_del_ref_left	f1_score_del_ref_left	true_del_ref_left_as_homo_ref	true_del_ref_left_as_hetero_mu	true_del_alt_left_as_hetero_mu	true_del_alt_left_as_homo_mu	true_positive_amp	false_positive_amp	true_negative_amp	false_negative_amp	recall_amp	precision_amp	fall_out_amp	f1_score_amp
40	20	10	0.001999	0.3	3e-05	3e-06	0.0	0001	monovar	NA	true_parameters	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/simulated_data/results/cell_names	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0001/post_processed/filtered.cell_names	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/simulated_data/results/data_type/no_cnv/0001/true_evo_events_sites_names	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0001/post_processed/filtered.loci_info	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/simulated_data/results/data_type/no_cnv/0001/true_evo_events_genotypes_numeric	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0001/post_processed/filtered.genotypes	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/simulated_data/results/data_type/no_cnv/0001/true_evo_events_ternary_matrix.simple	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0001/post_processed/filtered.ternary	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0001/post_processed/filtered.genotype_probs	8266	1	15832	4181	0.6640957660480437	0.9998790371355992	0.7981075601042773	6.31592244047243e-05	7944	2	17081	3231	0.7108724832214766	0.9997483010319658	0.8309188849955547	0.0001170754551308	4859	299	18454	4646	0.5112046291425566	0.9420317952694844	0.6627565982404692	0.0159441156081693	1120	1668	25157	313	0.7815771109560363	0.4017216642754663	0.5306799336650083	0.0621808014911463	1433	1	52	261	321	0	26771	1188	0.2127236580516898	1.0	0.0	0.3508196721311475	9	312	27928	31	0.225	0.02803738317757	0.0110481586402266	0.0498614958448753	0	0	28021	259	0.0	NA	0.0	NA	0	0	27070	1210	0.0	NA	0.0	NA	955	1	36	131	0	0	28280	0	NA	NA	0.0	NA
40	20	10	0.001999	0.3	3e-05	3e-06	0.0	0002	monovar	NA	true_parameters	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/simulated_data/results/cell_names	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0002/post_processed/filtered.cell_names	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/simulated_data/results/data_type/no_cnv/0002/true_evo_events_sites_names	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0002/post_processed/filtered.loci_info	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/simulated_data/results/data_type/no_cnv/0002/true_evo_events_genotypes_numeric	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0002/post_processed/filtered.genotypes	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/simulated_data/results/data_type/no_cnv/0002/true_evo_events_ternary_matrix.simple	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0002/post_processed/filtered.ternary	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0002/post_processed/filtered.genotype_probs	8227	1	15576	4756	0.6336748055149041	0.9998784637822072	0.7757295742774974	6.41972138409193e-05	7830	1	16957	3765	0.6752910737386805	0.9998723023879452	0.8061361062493565	5.896921806816842e-05	4753	252	18210	5338	0.4710137746506788	0.9496503496503496	0.6297032326444091	0.013649658758531	979	1847	25514	213	0.8213087248322147	0.3464260438782732	0.4873071179691388	0.0675048426592595	1192	1	28	185	397	0	26860	1303	0.2335294117647058	1.0	0.0	0.3786361468764902	8	389	28149	14	0.3636363636363636	0.0201511335012594	0.013630948209405	0.0381861575178997	0	0	28241	319	0.0	NA	0.0	NA	0	0	27201	1359	0.0	NA	0.0	NA	1059	0	66	148	0	0	28560	0	NA	NA	0.0	NA
40	20	10	0.001999	0.3	3e-05	3e-06	0.0	0003	monovar	NA	true_parameters	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/simulated_data/results/cell_names	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0003/post_processed/filtered.cell_names	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/simulated_data/results/data_type/no_cnv/0003/true_evo_events_sites_names	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0003/post_processed/filtered.loci_info	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/simulated_data/results/data_type/no_cnv/0003/true_evo_events_genotypes_numeric	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0003/post_processed/filtered.genotypes	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/simulated_data/results/data_type/no_cnv/0003/true_evo_events_ternary_matrix.simple	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0003/post_processed/filtered.ternary	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0003/post_processed/filtered.genotype_probs	9252	150	13534	4904	0.6535744560610341	0.9840459476707084	0.7854656592240428	0.0109617071031862	8545	4	15286	3993	0.6815281544105918	0.9995321090185988	0.8104519372125005	0.0002616088947024	4777	276	17441	5334	0.4724557412718821	0.9453789827825054	0.6300448430493274	0.015578258170119	1472	2024	24024	308	0.8269662921348314	0.4210526315789473	0.5579984836997725	0.0777027027027027	1780	4	59	225	550	303	25272	1715	0.2428256070640176	0.6447831184056272	0.0118475073313783	0.3527902501603591	44	809	26945	42	0.5116279069767442	0.0515826494724501	0.0291489515024861	0.0937167199148029	0	0	27181	659	0.0	NA	0.0	NA	0	0	26320	1520	0.0	NA	0.0	NA	1201	0	47	399	0	0	27840	0	NA	NA	0.0	NA
40	20	10	0.001999	0.3	3e-05	3e-06	0.0	0004	monovar	NA	true_parameters	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/simulated_data/results/cell_names	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0004/post_processed/filtered.cell_names	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/simulated_data/results/data_type/no_cnv/0004/true_evo_events_sites_names	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0004/post_processed/filtered.loci_info	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/simulated_data/results/data_type/no_cnv/0004/true_evo_events_genotypes_numeric	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0004/post_processed/filtered.genotypes	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/simulated_data/results/data_type/no_cnv/0004/true_evo_events_ternary_matrix.simple	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0004/post_processed/filtered.ternary	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0004/post_processed/filtered.genotype_probs	7256	0	9584	3560	0.6708579881656804	1.0	0.8030101814962373	0.0	6915	0	10496	2980	0.6988377968671046	1.0	0.8227245687091017	0.0	3662	265	12302	4162	0.4680470347648262	0.9325184619302266	0.6232661050123394	0.021086973820323	1354	1634	17143	260	0.838909541511772	0.4531459170013386	0.5884398087787919	0.0870213559141502	1614	0	53	207	340	1	19021	1038	0.2467343976777939	0.997067448680352	5.257070760172432e-05	0.3955788248981967	14	327	20053	6	0.7	0.0410557184750733	0.0160451422963689	0.077562326869806	0	0	19934	466	0.0	NA	0.0	NA	0	0	19508	892	0.0	NA	0.0	NA	690	0	58	267	0	0	20400	0	NA	NA	0.0	NA
40	20	10	0.001999	0.3	3e-05	3e-06	0.0	0005	monovar	NA	true_parameters	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/simulated_data/results/cell_names	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0005/post_processed/filtered.cell_names	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/simulated_data/results/data_type/no_cnv/0005/true_evo_events_sites_names	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0005/post_processed/filtered.loci_info	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/simulated_data/results/data_type/no_cnv/0005/true_evo_events_genotypes_numeric	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0005/post_processed/filtered.genotypes	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/simulated_data/results/data_type/no_cnv/0005/true_evo_events_ternary_matrix.simple	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0005/post_processed/filtered.ternary	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0005/post_processed/filtered.genotype_probs	6655	1	11997	3507	0.6548907695335564	0.9998497596153846	0.7914139612320134	8.33472245374229e-05	6452	2	12810	2887	0.6908662597708534	0.9996901146575768	0.8170708541759008	0.0001561036528254	3881	188	13958	4124	0.4848219862585883	0.9537970017203244	0.6428689746562862	0.013289975964937	927	1458	19597	169	0.8458029197080292	0.3886792452830189	0.5326055731111748	0.06924720968891	1096	1	25	144	201	1	21098	860	0.1894439208294062	0.995049504950495	4.739561116640599e-05	0.3182897862232779	2	200	21957	1	0.6666666666666666	0.0099009900990099	0.0090264927562395	0.0195121951219512	0	0	21913	247	0.0	NA	0.0	NA	0	0	21349	811	0.0	NA	0.0	NA	673	1	42	131	0	0	22160	0	NA	NA	0.0	NA
40	20	10	0.001999	0.3	3e-05	3e-06	0.0	0006	monovar	NA	true_parameters	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/simulated_data/results/cell_names	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0006/post_processed/filtered.cell_names	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/simulated_data/results/data_type/no_cnv/0006/true_evo_events_sites_names	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0006/post_processed/filtered.loci_info	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/simulated_data/results/data_type/no_cnv/0006/true_evo_events_genotypes_numeric	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0006/post_processed/filtered.genotypes	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/simulated_data/results/data_type/no_cnv/0006/true_evo_events_ternary_matrix.simple	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0006/post_processed/filtered.ternary	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0006/post_processed/filtered.genotype_probs	6002	0	18983	3535	0.6293383663625878	1.0	0.7725078833901795	0.0	5767	0	19890	2860	0.6684826706850585	1.0	0.8013060997637904	0.0	3995	142	20499	3881	0.5072371762315896	0.9656756103456612	0.6651127944726546	0.0068795116515672	498	1132	26750	137	0.784251968503937	0.305521472392638	0.4397350993377484	0.0405996700380173	635	0	25	112	235	0	27494	791	0.2290448343079922	1.0	0.0	0.3727200634417129	6	229	28285	0	1.0	0.025531914893617	0.0080311425966192	0.0497925311203319	0	0	28401	119	0.0	NA	0.0	NA	0	0	27619	901	0.0	NA	0.0	NA	697	0	30	56	0	0	28520	0	NA	NA	0.0	NA
40	20	10	0.001999	0.3	3e-05	3e-06	0.0	0007	monovar	NA	true_parameters	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/simulated_data/results/cell_names	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0007/post_processed/filtered.cell_names	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/simulated_data/results/data_type/no_cnv/0007/true_evo_events_sites_names	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0007/post_processed/filtered.loci_info	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/simulated_data/results/data_type/no_cnv/0007/true_evo_events_genotypes_numeric	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0007/post_processed/filtered.genotypes	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/simulated_data/results/data_type/no_cnv/0007/true_evo_events_ternary_matrix.simple	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0007/post_processed/filtered.ternary	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0007/post_processed/filtered.genotype_probs	8296	6	14298	4080	0.6703296703296703	0.9992772825825104	0.8023986845923203	0.0004194630872483	8000	5	15426	3235	0.7120605251446372	0.999375390381012	0.8316008316008316	0.0003240230704426	4726	255	16995	4690	0.5019116397621071	0.9488054607508531	0.6565256650691117	0.0147826086956521	1202	1822	23387	255	0.8249828414550446	0.3974867724867725	0.5364873912073198	0.0722757745249712	1457	5	37	218	296	1	25176	1207	0.1969394544244843	0.9966329966329966	3.971879096000318e-05	0.3288888888888889	7	290	26379	4	0.6363636363636364	0.0235690235690235	0.0108740485207544	0.0454545454545454	0	0	26304	376	0.0	NA	0.0	NA	0	0	25564	1116	0.0	NA	0.0	NA	926	0	32	217	0	0	26680	0	NA	NA	0.0	NA
40	20	10	0.001999	0.3	3e-05	3e-06	0.0	0008	monovar	NA	true_parameters	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/simulated_data/results/cell_names	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0008/post_processed/filtered.cell_names	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/simulated_data/results/data_type/no_cnv/0008/true_evo_events_sites_names	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0008/post_processed/filtered.loci_info	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/simulated_data/results/data_type/no_cnv/0008/true_evo_events_genotypes_numeric	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0008/post_processed/filtered.genotypes	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/simulated_data/results/data_type/no_cnv/0008/true_evo_events_ternary_matrix.simple	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0008/post_processed/filtered.ternary	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0008/post_processed/filtered.genotype_probs	6632	3	18217	3628	0.6463937621832359	0.9995478522984176	0.7850843444806157	0.0001646542261251	6443	3	19100	2922	0.6879871863320876	0.999534595097735	0.8150022136487256	0.0001570433963251	4357	181	19846	4084	0.5161710697784623	0.9601145879241956	0.6713922490176439	0.0090377989713886	592	1316	26378	182	0.7648578811369509	0.310272536687631	0.4414615958240119	0.0475193182638838	774	3	23	159	189	0	27435	856	0.1808612440191387	1.0	0.0	0.306320907617504	0	189	28288	3	0.0	0.0	0.0066369350704076	NA	0	0	28318	162	0.0	NA	0.0	NA	0	0	27600	880	0.0	NA	0.0	NA	732	0	19	82	0	0	28480	0	NA	NA	0.0	NA
40	20	10	0.001999	0.3	3e-05	3e-06	0.0	0009	monovar	NA	true_parameters	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/simulated_data/results/cell_names	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0009/post_processed/filtered.cell_names	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/simulated_data/results/data_type/no_cnv/0009/true_evo_events_sites_names	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0009/post_processed/filtered.loci_info	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/simulated_data/results/data_type/no_cnv/0009/true_evo_events_genotypes_numeric	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0009/post_processed/filtered.genotypes	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/simulated_data/results/data_type/no_cnv/0009/true_evo_events_ternary_matrix.simple	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0009/post_processed/filtered.ternary	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0009/post_processed/filtered.genotype_probs	9891	8	13881	4700	0.6778836268932904	0.9991918375593496	0.8077582686810945	0.0005759953920368	9390	3	14958	4129	0.6945780013314594	0.9996806132226126	0.8196578212290502	0.0002005213555243	5283	298	17005	5894	0.4726670841907489	0.9466045511557069	0.6305048335123523	0.017222446974513	1434	2378	24351	317	0.8189605939463164	0.3761804826862539	0.5155491641200791	0.0889670395450634	1751	2	67	250	496	10	26807	1167	0.2982561635598316	0.9802371541501976	0.0003728977887161	0.4573536191793453	24	482	27974	0	1.0	0.0474308300395256	0.0169384312622996	0.090566037735849	0	0	27889	591	0.0	NA	0.0	NA	0	0	27432	1048	0.0	NA	0.0	NA	768	1	45	343	0	0	28480	0	NA	NA	0.0	NA
40	20	10	0.001999	0.3	3e-05	3e-06	0.0	0010	monovar	NA	true_parameters	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/simulated_data/results/cell_names	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0010/post_processed/filtered.cell_names	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/simulated_data/results/data_type/no_cnv/0010/true_evo_events_sites_names	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0010/post_processed/filtered.loci_info	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/simulated_data/results/data_type/no_cnv/0010/true_evo_events_genotypes_numeric	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0010/post_processed/filtered.genotypes	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/simulated_data/results/data_type/no_cnv/0010/true_evo_events_ternary_matrix.simple	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0010/post_processed/filtered.ternary	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_103/benchmark_results/monovar/from_true_params/no_cnv/0010/post_processed/filtered.genotype_probs	7465	7	17028	3900	0.656841179058513	0.9990631691648822	0.7925890534586187	0.0004109186968007	7165	4	18053	3168	0.6934094648214458	0.9994420421258196	0.8187635698777284	0.0002215207398792	4411	208	19325	4446	0.4980241616800271	0.954968607923793	0.6546452953398635	0.010648645881329	911	1639	25635	205	0.8163082437275986	0.3572549019607843	0.496999454446263	0.0600938622864266	1116	3	40	162	293	10	26998	1099	0.2104885057471264	0.966996699669967	0.0003702606635071	0.3457227138643067	1	302	28074	23	0.0416666666666666	0.0033003300330033	0.0106427967296306	0.0061162079510703	0	0	28030	370	0.0	NA	0.0	NA	0	0	27402	998	0.0	NA	0.0	NA	816	1	42	201	0	0	28400	0	NA	NA	0.0	NA
