cell_num	coverage_mean	coverage_variance	mutation_rate	dataset	tool	snv_type	tool_setup	fine_tune_type	data_type	eff_seq_err_rate	ado_rate	wild_overdispersion	alternative_overdispersion	zygosity_rate	estimates_type	deletion_rate	insertion_rate	allelic_seq_cov	allelic_seq_cov_raw_var	gamma_shape	population_size	loh_rate
40	5	20	8e-06	0001	sciphi	candidate_snvs	NA	NA	no_cnv	0.0041208363685522	0.219524	5.0604533	2.10004	0.0155028	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	8e-06	0002	sciphi	candidate_snvs	NA	NA	no_cnv	0.0033903120024313	0.235754	6.482648200000001	2.21253	0.0214446	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	8e-06	0003	sciphi	candidate_snvs	NA	NA	no_cnv	0.0044002738843241	0.1944559999999999	4.1313792	2.02108	0.00617351	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	8e-06	0004	sciphi	candidate_snvs	NA	NA	no_cnv	0.0040520877014727	0.2252459999999999	4.7443445	2.04874	0.0298708	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	8e-06	0005	sciphi	candidate_snvs	NA	NA	no_cnv	0.0039504609696858	0.218798	5.8937932	2.10549	0.0172362	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	8e-06	0006	sciphi	candidate_snvs	NA	NA	no_cnv	0.0033304229398044	0.22482	9.034288	2.21999	0.0155402	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	8e-06	0007	sciphi	candidate_snvs	NA	NA	no_cnv	0.003769013700144	0.248878	6.478618	2.19451	0.0234908	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	8e-06	0008	sciphi	candidate_snvs	NA	NA	no_cnv	0.003495552947113	0.199069	7.343931100000001	2.1171800000000003	0.0112872	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	8e-06	0009	sciphi	candidate_snvs	NA	NA	no_cnv	0.0034551406384535	0.236823	8.4788155	2.14488	0.0111313	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	8e-06	0010	sciphi	candidate_snvs	NA	NA	no_cnv	0.0039540000958609	0.22465	5.6957510000000005	2.1517	0.0160476	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	8e-06	0001	sciphin	candidate_snvs	NA	NA	no_cnv	0.0034380614219893	0.196655	7.493583399999999	2.0676	0.0230227	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	8e-06	0002	sciphin	candidate_snvs	NA	NA	no_cnv	0.0034391649471244	0.223654	8.2873315	2.37536	0.0174895	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	8e-06	0003	sciphin	candidate_snvs	NA	NA	no_cnv	0.0040566763849209	0.187207	6.024710300000001	2.05813	0.0139908	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	8e-06	0004	sciphin	candidate_snvs	NA	NA	no_cnv	0.0036750180643447	0.24375	6.6420898	2.10195	0.0506257	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	8e-06	0005	sciphin	candidate_snvs	NA	NA	no_cnv	0.0038088257917731	0.233739	7.0774568	2.18901	0.021569	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	8e-06	0006	sciphin	candidate_snvs	NA	NA	no_cnv	0.0034090839242764	0.219102	9.0455972	2.2644	0.0118372	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	8e-06	0007	sciphin	candidate_snvs	NA	NA	no_cnv	0.0033385668383326	0.214059	7.7863051	2.16248	0.0228008	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	8e-06	0008	sciphin	candidate_snvs	NA	NA	no_cnv	0.0031288301810702	0.2130069999999999	10.332328100000002	2.11753	0.017123	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	8e-06	0009	sciphin	candidate_snvs	NA	NA	no_cnv	0.0033967286090725	0.21711	8.677996799999999	2.21441	0.0170057	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	8e-06	0010	sciphin	candidate_snvs	NA	NA	no_cnv	0.003849029159211	0.215843	5.6550364	2.25504	0.0355773	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	8e-06	0001	sieve	candidate_snvs	smc_mu_sa_stage_1	mt	no_cnv	0.0022959884435533	0.2943567577869851	51.41568390130602	2.5240589829658155	NA	median	NA	NA	5.617824780819636	27.956810170932748	11.879775818309648	0.910375304519169	NA
40	5	20	8e-06	0002	sieve	candidate_snvs	smc_mu_sa_stage_1	mt	no_cnv	0.0024197724177436	0.3068204736554928	51.43499395566842	2.716277489214147	NA	median	NA	NA	5.370382706912686	26.14691565451986	11.841372121419203	0.8576383957998882	NA
40	5	20	8e-06	0003	sieve	candidate_snvs	smc_mu_sa_stage_1	mt	no_cnv	0.0024582007435942	0.2430384809183804	51.38523461427093	2.1177993847092567	NA	median	NA	NA	5.329419546777238	25.284057928530693	10.256496378048595	1.1878490007267906	NA
40	5	20	8e-06	0004	sieve	candidate_snvs	smc_mu_sa_stage_1	mt	no_cnv	0.0023627159510552	0.3130010733599654	51.38224505497954	2.3756870608236347	NA	median	NA	NA	5.69241042932456	29.003739387963996	10.969881370841373	0.8905338036544851	NA
40	5	20	8e-06	0005	sieve	candidate_snvs	smc_mu_sa_stage_1	mt	no_cnv	0.0023972413861746	0.3020402423874092	51.36871749292271	2.552288542715326	NA	mode	NA	NA	5.612220034656266	27.5636856487548	11.506949559324402	1.001650921011691	NA
40	5	20	8e-06	0006	sieve	candidate_snvs	smc_mu_sa_stage_1	mt	no_cnv	0.0024158205300206	0.3094470653542839	51.40219799877245	2.756725637110267	NA	median	NA	NA	5.792033182749892	29.883096527107817	11.524132614723424	0.6704631874346866	NA
