cell_num	coverage_mean	coverage_variance	mutation_rate	dataset	tool	snv_type	tool_setup	fine_tune_type	data_type	eff_seq_err_rate	ado_rate	wild_overdispersion	alternative_overdispersion	zygosity_rate	estimates_type	deletion_rate	insertion_rate	allelic_seq_cov	allelic_seq_cov_raw_var	gamma_shape	population_size	loh_rate
40	5	20	3e-05	0001	sciphi	candidate_snvs	NA	NA	no_cnv	0.0063782164383478	0.2384039999999999	2.3600328	2.06626	0.100655	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	3e-05	0002	sciphi	candidate_snvs	NA	NA	no_cnv	0.0051605253397272	0.284247	2.5680525000000003	2.0265	0.125042	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	3e-05	0003	sciphi	candidate_snvs	NA	NA	no_cnv	0.0047226757691201	0.273543	4.2885434	2.07543	0.0608141	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	3e-05	0004	sciphi	candidate_snvs	NA	NA	no_cnv	0.0052915547443211	0.29935	2.7887267	2.28146	0.0845606	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	3e-05	0005	sciphi	candidate_snvs	NA	NA	no_cnv	0.0041994311824398	0.2833949999999999	5.0157031000000005	2.06827	0.0718983	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	3e-05	0006	sciphi	candidate_snvs	NA	NA	no_cnv	0.0053891170840988	0.28576	2.9013658	2.45563	0.0897294	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	3e-05	0007	sciphi	candidate_snvs	NA	NA	no_cnv	0.0045199759970676	0.2779589999999999	2.18648285	2.10918	0.0855396	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	3e-05	0008	sciphi	candidate_snvs	NA	NA	no_cnv	0.0031289390474032	0.260895	9.6103502	2.10883	0.0695467	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	3e-05	0009	sciphi	candidate_snvs	NA	NA	no_cnv	0.0045490430142697	0.274292	2.8374979	2.03827	0.0921328	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	3e-05	0010	sciphi	candidate_snvs	NA	NA	no_cnv	0.0039344073531482	0.2831749999999999	3.855981	2.38258	0.0741028	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	3e-05	0001	sciphin	candidate_snvs	NA	NA	no_cnv	0.0050203540838688	0.2199489999999999	2.9589148	2.0425500000000003	0.100541	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	3e-05	0002	sciphin	candidate_snvs	NA	NA	no_cnv	0.0031237308603087	0.239475	6.7272441	2.0705	0.129572	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	3e-05	0003	sciphin	candidate_snvs	NA	NA	no_cnv	0.0037114068077616	0.230684	6.06778	2.14464	0.0970728	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	3e-05	0004	sciphin	candidate_snvs	NA	NA	no_cnv	0.0042890867090517	0.248996	5.0952339	2.17707	0.0978947	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	3e-05	0005	sciphin	candidate_snvs	NA	NA	no_cnv	0.0030153959509137	0.238426	12.0161334	2.21011	0.109238	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	3e-05	0006	sciphin	candidate_snvs	NA	NA	no_cnv	0.0050830777280146	0.262205	2.8822105	2.38234	0.102257	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	3e-05	0007	sciphin	candidate_snvs	NA	NA	no_cnv	0.0040311080551529	0.268987	4.7471563	2.1504700000000003	0.107145	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	3e-05	0008	sciphin	candidate_snvs	NA	NA	no_cnv	0.0027686898670353	0.243711	15.1185586	2.16923	0.0766819	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	3e-05	0009	sciphin	candidate_snvs	NA	NA	no_cnv	0.0030687878160056	0.2472649999999999	6.8321765	2.04493	0.127287	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	3e-05	0010	sciphin	candidate_snvs	NA	NA	no_cnv	0.0058298236204012	0.2579369999999999	2.761147	2.42028	0.0805681	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	3e-05	0001	sieve	candidate_snvs	smc_mu_ld_stage_1	mt	no_cnv	0.0024797474491402	0.0751000118556675	51.42281609436318	1.8398089962654456	NA	mode	NA	NA	4.088212488295371	17.52511181757453	9.736121582903095	3.096259598837828	NA
40	5	20	3e-05	0002	sieve	candidate_snvs	smc_mu_ld_stage_1	mt	no_cnv	0.0024271813374197	0.0884433091927002	51.5107120920956	2.0131770618751985	NA	median	NA	NA	4.511533644455129	22.275809501575683	9.101422992744803	2.102238851949986	NA
