cell_num	coverage_mean	coverage_variance	eff_seq_err_rate	ado_rate	deletion_rate	insertion_rate	dataset	tool	snv_type	tool_setup	fine_tune_type	data_type	candidate_sites_file	true_sites_file	num_candidate_mutated_sites	num_background_sites	tp	fp	fn	recall	precision	f1_score	tp_M	fn_M	recall_M	tp_D	fn_D	recall_D	tp_M&D&(~I)	fn_M&D&(~I)	recall_M&D&(~I)
40	20	2	0.001999	0.16334	3e-06	0.0	0001	sciphi	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/sciphi/no_cnv/0001/sciphi/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/simulated_data/results/data_type/no_cnv/0001/true_evo_events_sites_names	622	3565.0	622	0	85	0.8797736916548797	1.0	0.9360421369450714	622	74	0.8936781609195402	155	34	0.8201058201058201	155	23	0.8707865168539326
40	20	2	0.001999	0.16334	3e-06	0.0	0002	sciphi	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/sciphi/no_cnv/0002/sciphi/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/simulated_data/results/data_type/no_cnv/0002/true_evo_events_sites_names	598	4920.0	598	0	115	0.8387096774193549	1.0	0.912280701754386	598	102	0.8542857142857143	155	47	0.7673267326732673	155	34	0.8201058201058201
40	20	2	0.001999	0.16334	3e-06	0.0	0003	sciphi	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/sciphi/no_cnv/0003/sciphi/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/simulated_data/results/data_type/no_cnv/0003/true_evo_events_sites_names	645	3715.0	645	0	68	0.9046283309957924	1.0	0.9499263622974964	645	55	0.9214285714285714	182	31	0.8544600938967136	182	18	0.91
40	20	2	0.001999	0.16334	3e-06	0.0	0004	sciphi	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/sciphi/no_cnv/0004/sciphi/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/simulated_data/results/data_type/no_cnv/0004/true_evo_events_sites_names	654	5371.0	654	0	61	0.9146853146853148	1.0	0.9554419284149014	654	46	0.9342857142857144	157	30	0.839572192513369	157	15	0.9127906976744186
40	20	2	0.001999	0.16334	3e-06	0.0	0005	sciphi	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/sciphi/no_cnv/0005/sciphi/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/simulated_data/results/data_type/no_cnv/0005/true_evo_events_sites_names	570	3251.0	570	0	75	0.8837209302325582	1.0	0.9382716049382716	570	65	0.8976377952755905	158	32	0.8315789473684211	158	22	0.8777777777777778
40	20	2	0.001999	0.16334	3e-06	0.0	0006	sciphi	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/sciphi/no_cnv/0006/sciphi/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/simulated_data/results/data_type/no_cnv/0006/true_evo_events_sites_names	635	3737.0	635	0	78	0.8906030855539971	1.0	0.9421364985163204	635	65	0.9071428571428573	179	32	0.8483412322274881	179	19	0.904040404040404
40	20	2	0.001999	0.16334	3e-06	0.0	0007	sciphi	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/sciphi/no_cnv/0007/sciphi/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/simulated_data/results/data_type/no_cnv/0007/true_evo_events_sites_names	606	6335.0	606	0	109	0.8475524475524475	1.0	0.9174867524602572	606	94	0.8657142857142858	134	33	0.8023952095808383	134	18	0.881578947368421
40	20	2	0.001999	0.16334	3e-06	0.0	0008	sciphi	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/sciphi/no_cnv/0008/sciphi/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/simulated_data/results/data_type/no_cnv/0008/true_evo_events_sites_names	609	6100.0	609	0	107	0.8505586592178771	1.0	0.919245283018868	609	91	0.87	126	46	0.7325581395348837	126	30	0.8076923076923077
40	20	2	0.001999	0.16334	3e-06	0.0	0009	sciphi	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/sciphi/no_cnv/0009/sciphi/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/simulated_data/results/data_type/no_cnv/0009/true_evo_events_sites_names	607	3521.0	607	0	90	0.8708751793400287	1.0	0.9309815950920244	607	79	0.8848396501457726	156	34	0.8210526315789474	156	23	0.8715083798882681
40	20	2	0.001999	0.16334	3e-06	0.0	0010	sciphi	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/sciphi/no_cnv/0010/sciphi/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/simulated_data/results/data_type/no_cnv/0010/true_evo_events_sites_names	542	3170.0	542	0	84	0.865814696485623	1.0	0.928082191780822	542	75	0.8784440842787682	154	36	0.8105263157894737	154	27	0.850828729281768
40	20	2	0.001999	0.16334	3e-06	0.0	0001	sciphin	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/sciphin/no_cnv/0001/sciphin/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/simulated_data/results/data_type/no_cnv/0001/true_evo_events_sites_names	622	3565.0	622	0	85	0.8797736916548797	1.0	0.9360421369450714	622	74	0.8936781609195402	155	34	0.8201058201058201	155	23	0.8707865168539326
40	20	2	0.001999	0.16334	3e-06	0.0	0002	sciphin	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/sciphin/no_cnv/0002/sciphin/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/simulated_data/results/data_type/no_cnv/0002/true_evo_events_sites_names	598	4920.0	598	0	115	0.8387096774193549	1.0	0.912280701754386	598	102	0.8542857142857143	155	47	0.7673267326732673	155	34	0.8201058201058201
40	20	2	0.001999	0.16334	3e-06	0.0	0003	sciphin	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/sciphin/no_cnv/0003/sciphin/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/simulated_data/results/data_type/no_cnv/0003/true_evo_events_sites_names	645	3715.0	645	0	68	0.9046283309957924	1.0	0.9499263622974964	645	55	0.9214285714285714	182	31	0.8544600938967136	182	18	0.91
40	20	2	0.001999	0.16334	3e-06	0.0	0004	sciphin	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/sciphin/no_cnv/0004/sciphin/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/simulated_data/results/data_type/no_cnv/0004/true_evo_events_sites_names	654	5371.0	654	0	61	0.9146853146853148	1.0	0.9554419284149014	654	46	0.9342857142857144	157	30	0.839572192513369	157	15	0.9127906976744186
40	20	2	0.001999	0.16334	3e-06	0.0	0005	sciphin	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/sciphin/no_cnv/0005/sciphin/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/simulated_data/results/data_type/no_cnv/0005/true_evo_events_sites_names	570	3251.0	570	0	75	0.8837209302325582	1.0	0.9382716049382716	570	65	0.8976377952755905	158	32	0.8315789473684211	158	22	0.8777777777777778
40	20	2	0.001999	0.16334	3e-06	0.0	0006	sciphin	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/sciphin/no_cnv/0006/sciphin/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/simulated_data/results/data_type/no_cnv/0006/true_evo_events_sites_names	635	3737.0	635	0	78	0.8906030855539971	1.0	0.9421364985163204	635	65	0.9071428571428573	179	32	0.8483412322274881	179	19	0.904040404040404
40	20	2	0.001999	0.16334	3e-06	0.0	0007	sciphin	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/sciphin/no_cnv/0007/sciphin/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/simulated_data/results/data_type/no_cnv/0007/true_evo_events_sites_names	606	6335.0	606	0	109	0.8475524475524475	1.0	0.9174867524602572	606	94	0.8657142857142858	134	33	0.8023952095808383	134	18	0.881578947368421
40	20	2	0.001999	0.16334	3e-06	0.0	0008	sciphin	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/sciphin/no_cnv/0008/sciphin/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/simulated_data/results/data_type/no_cnv/0008/true_evo_events_sites_names	609	6100.0	609	0	107	0.8505586592178771	1.0	0.919245283018868	609	91	0.87	126	46	0.7325581395348837	126	30	0.8076923076923077
40	20	2	0.001999	0.16334	3e-06	0.0	0009	sciphin	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/sciphin/no_cnv/0009/sciphin/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/simulated_data/results/data_type/no_cnv/0009/true_evo_events_sites_names	607	3521.0	607	0	90	0.8708751793400287	1.0	0.9309815950920244	607	79	0.8848396501457726	156	34	0.8210526315789474	156	23	0.8715083798882681
40	20	2	0.001999	0.16334	3e-06	0.0	0010	sciphin	candidate_snvs	NA	NA	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/sciphin/no_cnv/0010/sciphin/best_index/nuc.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/simulated_data/results/data_type/no_cnv/0010/true_evo_events_sites_names	542	3170.0	542	0	84	0.865814696485623	1.0	0.928082191780822	542	75	0.8784440842787682	154	36	0.8105263157894737	154	27	0.850828729281768
40	20	2	0.001999	0.16334	3e-06	0.0	0001	sieve	candidate_snvs	smc_mu_ld_stage_1	mt	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/indelsieve/from_candidate/phylogenetic_inference/mt/no_cnv/smc_mu_ld_stage_1/0001/readCounts.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/simulated_data/results/data_type/no_cnv/0001/true_evo_events_sites_names	614	3573.0	614	0	93	0.8684582743988685	1.0	0.9295987887963664	614	82	0.882183908045977	153	36	0.8095238095238095	153	25	0.8595505617977528
40	20	2	0.001999	0.16334	3e-06	0.0	0002	sieve	candidate_snvs	smc_mu_ld_stage_1	mt	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/indelsieve/from_candidate/phylogenetic_inference/mt/no_cnv/smc_mu_ld_stage_1/0002/readCounts.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/simulated_data/results/data_type/no_cnv/0002/true_evo_events_sites_names	595	4923.0	595	0	118	0.8345021037868162	1.0	0.9097859327217124	595	105	0.85	153	49	0.7574257425742574	153	36	0.8095238095238095
40	20	2	0.001999	0.16334	3e-06	0.0	0003	sieve	candidate_snvs	smc_mu_ld_stage_1	mt	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/indelsieve/from_candidate/phylogenetic_inference/mt/no_cnv/smc_mu_ld_stage_1/0003/readCounts.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/simulated_data/results/data_type/no_cnv/0003/true_evo_events_sites_names	645	3715.0	645	0	68	0.9046283309957924	1.0	0.9499263622974964	645	55	0.9214285714285714	182	31	0.8544600938967136	182	18	0.91
40	20	2	0.001999	0.16334	3e-06	0.0	0004	sieve	candidate_snvs	smc_mu_ld_stage_1	mt	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/indelsieve/from_candidate/phylogenetic_inference/mt/no_cnv/smc_mu_ld_stage_1/0004/readCounts.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/simulated_data/results/data_type/no_cnv/0004/true_evo_events_sites_names	653	5372.0	653	0	62	0.9132867132867132	1.0	0.9546783625730996	653	47	0.9328571428571428	156	31	0.8342245989304813	156	16	0.9069767441860463
40	20	2	0.001999	0.16334	3e-06	0.0	0005	sieve	candidate_snvs	smc_mu_ld_stage_1	mt	no_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/indelsieve/from_candidate/phylogenetic_inference/mt/no_cnv/smc_mu_ld_stage_1/0005/readCounts.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_ld_003/benchmark_results/simulated_data/results/data_type/no_cnv/0005/true_evo_events_sites_names	564	3257.0	564	0	81	0.8744186046511628	1.0	0.9330024813895782	564	71	0.8881889763779528	156	34	0.8210526315789474	156	24	0.8666666666666667
