cell_num	coverage_mean	coverage_variance	mutation_rate	dataset	tool	snv_type	tool_setup	fine_tune_type	data_type	eff_seq_err_rate	ado_rate	wild_overdispersion	alternative_overdispersion	zygosity_rate	estimates_type	deletion_rate	insertion_rate	allelic_seq_cov	allelic_seq_cov_raw_var	gamma_shape	population_size	loh_rate
40	20	2	8e-06	0001	sciphi	candidate_snvs	NA	NA	no_cnv	0.0027947164204085	0.298725	20.231140300000003	2.28559	0.0170414	NA	NA	NA	NA	NA	NA	NA	NA
40	20	2	8e-06	0002	sciphi	candidate_snvs	NA	NA	no_cnv	0.0029411149306352	0.306011	19.7576094	2.39672	0.0204909	NA	NA	NA	NA	NA	NA	NA	NA
40	20	2	8e-06	0003	sciphi	candidate_snvs	NA	NA	no_cnv	0.00286747974093	0.3030779999999999	18.981128	2.30304	0.0124821	NA	NA	NA	NA	NA	NA	NA	NA
40	20	2	8e-06	0004	sciphi	candidate_snvs	NA	NA	no_cnv	0.0028534508333659	0.310486	21.8191599	2.33972	0.0239343	NA	NA	NA	NA	NA	NA	NA	NA
40	20	2	8e-06	0005	sciphi	candidate_snvs	NA	NA	no_cnv	0.00261198095461	0.343978	17.7177785	2.35049	0.0376864	NA	NA	NA	NA	NA	NA	NA	NA
40	20	2	8e-06	0006	sciphi	candidate_snvs	NA	NA	no_cnv	0.0027976813965219	0.32585	18.3647788	2.37727	0.0303074	NA	NA	NA	NA	NA	NA	NA	NA
40	20	2	8e-06	0007	sciphi	candidate_snvs	NA	NA	no_cnv	0.0024654471058067	0.313428	26.6632368	2.51538	0.00731875	NA	NA	NA	NA	NA	NA	NA	NA
40	20	2	8e-06	0008	sciphi	candidate_snvs	NA	NA	no_cnv	0.0031227579851863	0.331917	17.7141169	2.35527	0.0666563	NA	NA	NA	NA	NA	NA	NA	NA
40	20	2	8e-06	0009	sciphi	candidate_snvs	NA	NA	no_cnv	0.0034136527476766	0.306076	14.6513145	2.25447	0.0184827	NA	NA	NA	NA	NA	NA	NA	NA
40	20	2	8e-06	0010	sciphi	candidate_snvs	NA	NA	no_cnv	0.0032470991088311	0.302636	16.1979965	2.41538	0.0261913	NA	NA	NA	NA	NA	NA	NA	NA
40	20	2	8e-06	0001	sciphin	candidate_snvs	NA	NA	no_cnv	0.0031041200979994	0.276339	18.8737865	2.3898	0.0285572	NA	NA	NA	NA	NA	NA	NA	NA
40	20	2	8e-06	0002	sciphin	candidate_snvs	NA	NA	no_cnv	0.0025607223422557	0.292846	23.1191016	2.61447	0.0224721	NA	NA	NA	NA	NA	NA	NA	NA
40	20	2	8e-06	0003	sciphin	candidate_snvs	NA	NA	no_cnv	0.0027224589452876	0.285794	21.7671602	2.70663	0.0362508	NA	NA	NA	NA	NA	NA	NA	NA
40	20	2	8e-06	0004	sciphin	candidate_snvs	NA	NA	no_cnv	0.0026581938159745	0.27856	26.3905512	2.57578	0.0225047	NA	NA	NA	NA	NA	NA	NA	NA
40	20	2	8e-06	0005	sciphin	candidate_snvs	NA	NA	no_cnv	0.0026581915523695	0.2802759999999999	22.020234	2.56326	0.0234377	NA	NA	NA	NA	NA	NA	NA	NA
40	20	2	8e-06	0006	sciphin	candidate_snvs	NA	NA	no_cnv	0.0026837476445214	0.264762	23.2572165	2.42468	0.0310946	NA	NA	NA	NA	NA	NA	NA	NA
40	20	2	8e-06	0007	sciphin	candidate_snvs	NA	NA	no_cnv	0.0025736934463699	0.268246	28.0296397	2.57913	0.00739026	NA	NA	NA	NA	NA	NA	NA	NA
40	20	2	8e-06	0008	sciphin	candidate_snvs	NA	NA	no_cnv	0.0028789356154084	0.285554	20.7440207	2.69218	0.0429522	NA	NA	NA	NA	NA	NA	NA	NA
40	20	2	8e-06	0009	sciphin	candidate_snvs	NA	NA	no_cnv	0.0026397239245784	0.306748	23.7228217	2.43194	0.0353818	NA	NA	NA	NA	NA	NA	NA	NA
40	20	2	8e-06	0010	sciphin	candidate_snvs	NA	NA	no_cnv	0.0028912724694684	0.281487	20.4760017	2.43898	0.0327236	NA	NA	NA	NA	NA	NA	NA	NA
40	20	2	8e-06	0001	sieve	candidate_snvs	smc_mu_ld_stage_1	mt	no_cnv	0.0024055293551776	0.1734581572966154	51.38237136082287	2.519996172820986	NA	median	NA	NA	20.316723646305107	3.3217335765031777	12.207435420541325	0.799593396369445	NA
40	20	2	8e-06	0002	sieve	candidate_snvs	smc_mu_ld_stage_1	mt	no_cnv	0.0023297461110511	0.1771746717070366	51.36396971311018	2.556761177184192	NA	median	NA	NA	19.854882202916567	3.210811288673024	12.950327888640256	0.7407684218026008	NA
