cell_num	coverage_mean	coverage_variance	dataset	tool	snv_type	tool_setup	fine_tune_type	data_type	estimates_type	mutation_rate	deletion_rate	doublet_rate	insertion_rate	cnv_rate	allelic_seq_cov	allelic_seq_cov_raw_var	eff_seq_err_rate	ado_rate	wild_overdispersion	alternative_overdispersion	gamma_shape	population_size
40	20	10	0001	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	exc_cnv	median	8e-06	0.1234192692985269	0.0	NA	2/3	20.974486916368942	12.650223437720047	0.0023481254179388	0.3028464363680058	51.53858501534905	2.6026430333384867	8.22861230837511	1.38730624880527
40	20	10	0001	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	inc_cnv	mode	8e-06	0.9899751618115156	0.0	NA	2/3	35.32940253216593	427.324489925736	0.0018375060577849	0.1698518945893074	51.364019934676186	1.7129799771673269	3.8944166064209584	5.29939087120843
40	20	10	0002	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	exc_cnv	median	8e-06	0.0956042454442126	0.0	NA	2/3	20.364730254393915	11.876010058271728	0.002326188412222	0.2937082783942908	51.5015693989662	2.578790738760011	8.004036350685857	1.4433004611975089
40	20	10	0002	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	inc_cnv	mode	8e-06	0.961508161979441	0.0	NA	2/3	33.60998038852836	392.9146664151263	0.0018333154104975	0.1833175748636043	51.3379338504248	1.7252081424060075	2.667349676811519	5.69421258491546
40	20	10	0003	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	exc_cnv	median	8e-06	0.0916525600790289	0.0	NA	2/3	17.851386092960613	8.934687633921772	0.0022924358530178	0.2967622387306032	51.45033288258509	2.558572107869405	7.992123954833158	1.4168744681548613
40	20	10	0003	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	inc_cnv	mode	8e-06	0.9978207844796452	0.0	NA	2/3	31.643801906058076	355.5248831844132	0.0017951171479785	0.0835198049308254	51.336171543343056	1.3459385381492377	3.8970978942620222	5.114006412801424
40	20	10	0004	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	exc_cnv	median	8e-06	0.1564555067200717	0.0	NA	2/3	17.89375854899049	8.463938624661676	0.0023106314799711	0.2939927244273673	51.6131334615964	2.606097315132016	7.8146348845683	1.4733007274188443
40	20	10	0004	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	inc_cnv	mode	8e-06	0.9961433010777934	0.0	NA	2/3	31.13096238923143	326.2001168792452	0.0018013166139972	0.146998398131983	51.41824152971328	1.4939077887603989	3.218809552436261	4.545649199390615
40	20	10	0005	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	exc_cnv	median	8e-06	0.1187042903703071	0.0	NA	2/3	19.537290450325184	11.203244448882078	0.0023405417244864	0.3018422149775148	51.54664633910874	2.550268756064627	7.883541219385984	1.3990171295466525
40	20	10	0005	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	inc_cnv	median	8e-06	0.9054785196682118	0.0	NA	2/3	32.590020013058414	354.1150033779702	0.0018116615043812	0.1733261350541167	51.35655936423729	1.6649112825504897	3.741354949584784	6.004500182220305
40	20	10	0006	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	exc_cnv	median	8e-06	0.0807798778334503	0.0	NA	2/3	19.66339873007602	10.74584573355838	0.0022973314310279	0.2994035142129378	51.47867490710001	2.528662744677097	8.488080650613108	1.4692253446154733
40	20	10	0006	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	inc_cnv	mode	8e-06	0.9973616324300392	0.0	NA	2/3	34.57315146021021	401.0787116203941	0.0018097344041718	0.1195512850092828	51.36848928748997	1.521386608780754	4.096857445161311	5.39150657045791
40	20	10	0007	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	exc_cnv	mean	8e-06	0.1453670328412356	0.0	NA	2/3	20.19808917542601	11.70644393854288	0.002293572981116	0.3083432934117742	51.6556534243165	2.5998069357607494	7.81587264113875	0.9050102014006124
40	20	10	0007	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	inc_cnv	median	8e-06	0.8962647933992324	0.0	NA	2/3	34.53664037121624	436.20499627573867	0.0018445655222268	0.1834752912031558	51.37462898481022	1.6341806008000102	3.057275660486012	5.1695382531822185
40	20	10	0008	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	exc_cnv	median	8e-06	0.1041670462785854	0.0	NA	2/3	19.392975902946905	11.257449132260106	0.0023025370396024	0.2928732239778438	51.47324668767578	2.732524517167757	8.155277454073978	1.6952896697673008
40	20	10	0008	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	inc_cnv	mode	8e-06	0.9967466670835742	0.0	NA	2/3	34.400672061775936	419.6392579179081	0.0017980651620035	0.1194837379375262	51.35143731473547	1.4764785510860108	3.759333954940068	5.1749199582094505
40	20	10	0009	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	exc_cnv	mean	8e-06	0.1382212027629317	0.0	NA	2/3	21.462163976047783	14.01166189851784	0.0023493424927591	0.2982032285581558	51.76183382259302	2.522950576766533	7.380706556939366	1.300529128504867
40	20	10	0009	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	inc_cnv	median	8e-06	0.7285637697619672	0.0	NA	2/3	35.72218716370571	446.3190380201697	0.0018606806306089	0.1933049429355963	51.3976692582692	1.7084646764709217	6.187743577425702	3.6922564873458175
40	20	10	0010	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	exc_cnv	median	8e-06	0.0734287488674275	0.0	NA	2/3	20.022755593856523	11.258297577448424	0.0023421313359327	0.2915874588644111	51.42748952941919	2.5797110364419717	7.954474075108877	1.11541500802146
40	20	10	0010	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	inc_cnv	mode	8e-06	0.9973805119739332	0.0	NA	2/3	32.867948885640864	352.0931541331916	0.0018202143605114	0.1543700019379635	51.32656450562027	1.6257090175611804	2.408711967474216	5.884303763504594
40	20	10	0001	indelsieve	candidate_snvs	smc_mudel_sa_stage_1-smc_mudel_sa_stage_2	mt	inc_cnv	median	8e-06	0.5263639563315247	0.0	NA	2/3	NA	NA	NA	NA	NA	NA	NA	0.1093844479119352
40	20	10	0002	indelsieve	candidate_snvs	smc_mudel_sa_stage_1-smc_mudel_sa_stage_2	mt	inc_cnv	median	8e-06	0.2828558210064488	0.0	NA	2/3	NA	NA	NA	NA	NA	NA	NA	0.0652879940823217
40	20	10	0003	indelsieve	candidate_snvs	smc_mudel_sa_stage_1-smc_mudel_sa_stage_2	mt	inc_cnv	median	8e-06	0.6269327783427373	0.0	NA	2/3	NA	NA	NA	NA	NA	NA	NA	0.09496380151079
40	20	10	0004	indelsieve	candidate_snvs	smc_mudel_sa_stage_1-smc_mudel_sa_stage_2	mt	inc_cnv	median	8e-06	0.6008318198389336	0.0	NA	2/3	NA	NA	NA	NA	NA	NA	NA	0.1052611009836144
40	20	10	0005	indelsieve	candidate_snvs	smc_mudel_sa_stage_1-smc_mudel_sa_stage_2	mt	inc_cnv	median	8e-06	0.4451359851666552	0.0	NA	2/3	NA	NA	NA	NA	NA	NA	NA	0.1100874357029439
