cell_num	coverage_mean	coverage_variance	eff_seq_err_rate	ado_rate	deletion_rate	insertion_rate	doublet_rate	cnv_rate	dataset	tool	snv_type	tool_setup	fine_tune_type	data_type	candidate_sites_file	true_sites_file	num_candidate_mutated_sites	num_background_sites	tp	fp	fn	recall	precision	f1_score	tp_M	fn_M	recall_M	tp_D	fn_D	recall_D	tp_M&D&(~I)	fn_M&D&(~I)	recall_M&D&(~I)
40	20	10	0.001999	0.3	2e-06	0.0	0.0	1/3	0001	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	exc_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_105_cna_1/benchmark_results/indelsieve/from_candidate/phylogenetic_inference/mt/exc_cnv/smc_mudel_sa_stage_1/0001/readCounts.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_105_cna_1/benchmark_results/simulated_data/results/data_type/exc_cnv/0001/true_evo_events_sites_names	321	2324	321	0	194	0.6233009708737864	1.0	0.7679425837320574	321	194	0.6233009708737864	321	194	0.6233009708737864	0	0	NA
40	20	10	0.001999	0.3	2e-06	0.0	0.0	1/3	0002	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	exc_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_105_cna_1/benchmark_results/indelsieve/from_candidate/phylogenetic_inference/mt/exc_cnv/smc_mudel_sa_stage_1/0002/readCounts.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_105_cna_1/benchmark_results/simulated_data/results/data_type/exc_cnv/0002/true_evo_events_sites_names	281	3249	281	0	273	0.5072202166064982	1.0	0.6730538922155689	281	273	0.5072202166064982	281	273	0.5072202166064982	0	0	NA
40	20	10	0.001999	0.3	2e-06	0.0	0.0	1/3	0003	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	exc_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_105_cna_1/benchmark_results/indelsieve/from_candidate/phylogenetic_inference/mt/exc_cnv/smc_mudel_sa_stage_1/0003/readCounts.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_105_cna_1/benchmark_results/simulated_data/results/data_type/exc_cnv/0003/true_evo_events_sites_names	300	2954	300	0	243	0.5524861878453039	1.0	0.7117437722419929	300	243	0.5524861878453039	300	243	0.5524861878453039	0	0	NA
40	20	10	0.001999	0.3	2e-06	0.0	0.0	1/3	0004	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	exc_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_105_cna_1/benchmark_results/indelsieve/from_candidate/phylogenetic_inference/mt/exc_cnv/smc_mudel_sa_stage_1/0004/readCounts.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_105_cna_1/benchmark_results/simulated_data/results/data_type/exc_cnv/0004/true_evo_events_sites_names	329	2133	329	0	139	0.7029914529914529	1.0	0.8255959849435383	329	139	0.7029914529914529	329	139	0.7029914529914529	0	0	NA
40	20	10	0.001999	0.3	2e-06	0.0	0.0	1/3	0005	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	exc_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_105_cna_1/benchmark_results/indelsieve/from_candidate/phylogenetic_inference/mt/exc_cnv/smc_mudel_sa_stage_1/0005/readCounts.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_105_cna_1/benchmark_results/simulated_data/results/data_type/exc_cnv/0005/true_evo_events_sites_names	323	2543	323	0	188	0.6320939334637965	1.0	0.7745803357314148	323	188	0.6320939334637965	323	188	0.6320939334637965	0	0	NA
40	20	10	0.001999	0.3	2e-06	0.0	0.0	1/3	0006	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	exc_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_105_cna_1/benchmark_results/indelsieve/from_candidate/phylogenetic_inference/mt/exc_cnv/smc_mudel_sa_stage_1/0006/readCounts.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_105_cna_1/benchmark_results/simulated_data/results/data_type/exc_cnv/0006/true_evo_events_sites_names	370	2955	370	0	182	0.6702898550724637	1.0	0.8026030368763557	370	182	0.6702898550724637	370	182	0.6702898550724637	0	0	NA
40	20	10	0.001999	0.3	2e-06	0.0	0.0	1/3	0007	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	exc_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_105_cna_1/benchmark_results/indelsieve/from_candidate/phylogenetic_inference/mt/exc_cnv/smc_mudel_sa_stage_1/0007/readCounts.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_105_cna_1/benchmark_results/simulated_data/results/data_type/exc_cnv/0007/true_evo_events_sites_names	348	2378	348	0	157	0.689108910891089	1.0	0.8159437280187574	348	157	0.689108910891089	348	157	0.689108910891089	0	0	NA
40	20	10	0.001999	0.3	2e-06	0.0	0.0	1/3	0008	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	exc_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_105_cna_1/benchmark_results/indelsieve/from_candidate/phylogenetic_inference/mt/exc_cnv/smc_mudel_sa_stage_1/0008/readCounts.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_105_cna_1/benchmark_results/simulated_data/results/data_type/exc_cnv/0008/true_evo_events_sites_names	330	2664	330	0	215	0.6055045871559633	1.0	0.7542857142857143	330	215	0.6055045871559633	330	215	0.6055045871559633	0	0	NA
40	20	10	0.001999	0.3	2e-06	0.0	0.0	1/3	0009	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	exc_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_105_cna_1/benchmark_results/indelsieve/from_candidate/phylogenetic_inference/mt/exc_cnv/smc_mudel_sa_stage_1/0009/readCounts.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_105_cna_1/benchmark_results/simulated_data/results/data_type/exc_cnv/0009/true_evo_events_sites_names	257	1725	257	0	110	0.7002724795640327	1.0	0.8237179487179487	257	110	0.7002724795640327	257	110	0.7002724795640327	0	0	NA
40	20	10	0.001999	0.3	2e-06	0.0	0.0	1/3	0010	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	exc_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_105_cna_1/benchmark_results/indelsieve/from_candidate/phylogenetic_inference/mt/exc_cnv/smc_mudel_sa_stage_1/0010/readCounts.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_105_cna_1/benchmark_results/simulated_data/results/data_type/exc_cnv/0010/true_evo_events_sites_names	282	3243	282	0	240	0.5402298850574713	1.0	0.7014925373134329	282	240	0.5402298850574713	282	240	0.5402298850574713	0	0	NA
