cell_num	coverage_mean	coverage_variance	eff_seq_err_rate	ado_rate	deletion_rate	insertion_rate	doublet_rate	cnv_rate	dataset	tool	snv_type	tool_setup	fine_tune_type	data_type	candidate_sites_file	true_sites_file	num_candidate_mutated_sites	num_background_sites	tp	fp	fn	recall	precision	f1_score	tp_M	fn_M	recall_M	tp_D	fn_D	recall_D	tp_M&D&(~I)	fn_M&D&(~I)	recall_M&D&(~I)
40	20	10	0.001999	0.3	2e-06	0.0	0.0	1/3	0001	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	inc_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_105_cna_1/benchmark_results/indelsieve/from_candidate/phylogenetic_inference/mt/inc_cnv/smc_mudel_sa_stage_1/0001/readCounts.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_105_cna_1/benchmark_results/simulated_data/results/data_type/inc_cnv/0001/true_evo_events_sites_names	452	3468	452	0	239	0.6541244573082489	1.0	0.7909011373578303	452	239	0.6541244573082489	452	239	0.6541244573082489	0	0	NA
40	20	10	0.001999	0.3	2e-06	0.0	0.0	1/3	0002	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	inc_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_105_cna_1/benchmark_results/indelsieve/from_candidate/phylogenetic_inference/mt/inc_cnv/smc_mudel_sa_stage_1/0002/readCounts.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_105_cna_1/benchmark_results/simulated_data/results/data_type/inc_cnv/0002/true_evo_events_sites_names	409	4806	409	0	370	0.5250320924261874	1.0	0.6885521885521886	409	370	0.5250320924261874	409	370	0.5250320924261874	0	0	NA
40	20	10	0.001999	0.3	2e-06	0.0	0.0	1/3	0003	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	inc_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_105_cna_1/benchmark_results/indelsieve/from_candidate/phylogenetic_inference/mt/inc_cnv/smc_mudel_sa_stage_1/0003/readCounts.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_105_cna_1/benchmark_results/simulated_data/results/data_type/inc_cnv/0003/true_evo_events_sites_names	423	4371	423	0	338	0.5558475689881734	1.0	0.714527027027027	423	338	0.5558475689881734	423	338	0.5558475689881734	0	0	NA
40	20	10	0.001999	0.3	2e-06	0.0	0.0	1/3	0004	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	inc_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_105_cna_1/benchmark_results/indelsieve/from_candidate/phylogenetic_inference/mt/inc_cnv/smc_mudel_sa_stage_1/0004/readCounts.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_105_cna_1/benchmark_results/simulated_data/results/data_type/inc_cnv/0004/true_evo_events_sites_names	440	3118	440	0	191	0.6973058637083994	1.0	0.8216619981325863	440	191	0.6973058637083994	440	191	0.6973058637083994	0	0	NA
40	20	10	0.001999	0.3	2e-06	0.0	0.0	1/3	0005	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	inc_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_105_cna_1/benchmark_results/indelsieve/from_candidate/phylogenetic_inference/mt/inc_cnv/smc_mudel_sa_stage_1/0005/readCounts.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_105_cna_1/benchmark_results/simulated_data/results/data_type/inc_cnv/0005/true_evo_events_sites_names	486	3726	486	0	248	0.662125340599455	1.0	0.7967213114754098	486	248	0.662125340599455	486	248	0.662125340599455	0	0	NA
40	20	10	0.001999	0.3	2e-06	0.0	0.0	1/3	0006	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	inc_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_105_cna_1/benchmark_results/indelsieve/from_candidate/phylogenetic_inference/mt/inc_cnv/smc_mudel_sa_stage_1/0006/readCounts.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_105_cna_1/benchmark_results/simulated_data/results/data_type/inc_cnv/0006/true_evo_events_sites_names	525	4353	525	0	246	0.6809338521400778	1.0	0.8101851851851852	525	246	0.6809338521400778	525	246	0.6809338521400778	0	0	NA
40	20	10	0.001999	0.3	2e-06	0.0	0.0	1/3	0007	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	inc_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_105_cna_1/benchmark_results/indelsieve/from_candidate/phylogenetic_inference/mt/inc_cnv/smc_mudel_sa_stage_1/0007/readCounts.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_105_cna_1/benchmark_results/simulated_data/results/data_type/inc_cnv/0007/true_evo_events_sites_names	497	3497	497	0	201	0.7120343839541547	1.0	0.8317991631799163	497	201	0.7120343839541547	497	201	0.7120343839541547	0	0	NA
40	20	10	0.001999	0.3	2e-06	0.0	0.0	1/3	0008	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	inc_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_105_cna_1/benchmark_results/indelsieve/from_candidate/phylogenetic_inference/mt/inc_cnv/smc_mudel_sa_stage_1/0008/readCounts.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_105_cna_1/benchmark_results/simulated_data/results/data_type/inc_cnv/0008/true_evo_events_sites_names	460	3942	460	0	300	0.6052631578947368	1.0	0.7540983606557377	460	300	0.6052631578947368	460	300	0.6052631578947368	0	0	NA
40	20	10	0.001999	0.3	2e-06	0.0	0.0	1/3	0009	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	inc_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_105_cna_1/benchmark_results/indelsieve/from_candidate/phylogenetic_inference/mt/inc_cnv/smc_mudel_sa_stage_1/0009/readCounts.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_105_cna_1/benchmark_results/simulated_data/results/data_type/inc_cnv/0009/true_evo_events_sites_names	372	2545	372	0	142	0.7237354085603113	1.0	0.8397291196388262	372	142	0.7237354085603113	372	142	0.7237354085603113	0	0	NA
40	20	10	0.001999	0.3	2e-06	0.0	0.0	1/3	0010	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	inc_cnv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_105_cna_1/benchmark_results/indelsieve/from_candidate/phylogenetic_inference/mt/inc_cnv/smc_mudel_sa_stage_1/0010/readCounts.tsv	/raid/kang/DelSIEVE/simulation_results/IndelSIEVE_benchmark_pipeline_sa_105_cna_1/benchmark_results/simulated_data/results/data_type/inc_cnv/0010/true_evo_events_sites_names	424	4797	424	0	332	0.5608465608465608	1.0	0.7186440677966102	424	332	0.5608465608465608	424	332	0.5608465608465608	0	0	NA
