cell_num	coverage_mean	coverage_variance	dataset	tool	snv_type	tool_setup	fine_tune_type	data_type	estimates_type	mutation_rate	deletion_rate	doublet_rate	insertion_rate	cnv_rate	allelic_seq_cov	allelic_seq_cov_raw_var	eff_seq_err_rate	ado_rate	wild_overdispersion	alternative_overdispersion	gamma_shape	population_size
40	20	10	0001	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	exc_cnv	median	8e-06	0.1318072366404332	0.0	NA	1/3	21.055823756252884	12.940131119562013	0.0023651833082991	0.3059868514113975	51.4027402046938	2.553697004917976	10.409551476525838	1.248258782627398
40	20	10	0001	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	inc_cnv	median	8e-06	0.3389451469648525	0.0	NA	1/3	27.9032921901102	215.20485980976832	0.0020529046925632	0.2917948339510153	51.3689310203959	2.0868351909646994	9.987359533233676	1.8390236820860204
40	20	10	0002	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	exc_cnv	mode	8e-06	0.0822584347686323	0.0	NA	1/3	20.411544684174142	12.213574352335018	0.0023312254171724	0.2978780860046706	51.38767342109389	2.488053429894957	10.114664455842416	1.1830143212020678
40	20	10	0002	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	inc_cnv	median	8e-06	0.4010824570281064	0.0	NA	1/3	26.88518771558733	204.85679508053715	0.0020589713287859	0.2910897124271139	51.36712958518879	2.0628491794506973	6.382634119381827	2.864513851614805
40	20	10	0003	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	exc_cnv	median	8e-06	0.1106228695490034	0.0	NA	1/3	17.82483201705925	9.192652478084142	0.0022842579616712	0.2943711292320259	51.39935587700299	2.5764161935793664	10.302650376572505	1.598586020560062
40	20	10	0003	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	inc_cnv	median	8e-06	0.3745701967404907	0.0	NA	1/3	22.817062552591544	128.7483651283607	0.0020274390410666	0.292474423893534	51.341369324495055	2.11011497718294	9.309046038229916	2.276650868937776
40	20	10	0004	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	exc_cnv	median	8e-06	0.1539446990897979	0.0	NA	1/3	17.951296352888818	8.889624307185231	0.0023327917483391	0.3043309497279284	51.55027075456952	2.5241589965973463	10.311917565124112	1.281424453942554
40	20	10	0004	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	inc_cnv	median	8e-06	0.3092508024867794	0.0	NA	1/3	22.38236752901364	113.30398267144322	0.0020546449794553	0.3025829531237748	51.414957552825	2.095761812263313	9.674208158956452	1.7708243075934251
40	20	10	0005	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	exc_cnv	median	8e-06	0.1240580823152358	0.0	NA	1/3	19.728138715701988	10.919625060281472	0.0023407767227594	0.308927716671424	51.42393873315767	2.591775655355473	10.322454193458949	1.435798135475313
40	20	10	0005	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	inc_cnv	median	8e-06	0.2908432535863636	0.0	NA	1/3	26.248682070738145	192.6189209623089	0.0020643526271164	0.2941245467416485	51.36561812170914	2.1634889993008484	9.60905404511398	1.9371405101729815
40	20	10	0006	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	exc_cnv	median	8e-06	0.1055220259068436	0.0	NA	1/3	19.71682970391403	10.9911573227485	0.002311232478019	0.297820651823949	51.46116975162828	2.534938398884579	11.513926518130756	1.7061897231183467
40	20	10	0006	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	inc_cnv	median	8e-06	0.3273963862072461	0.0	NA	1/3	25.307155830926888	165.27601974856742	0.0020416269154685	0.303669921722541	51.36750870314616	2.078064382032424	8.33180427093787	2.730655047728188
