cell_num	coverage_mean	coverage_variance	mutation_rate	dataset	tool	snv_type	tool_setup	fine_tune_type	data_type	eff_seq_err_rate	ado_rate	wild_overdispersion	alternative_overdispersion	zygosity_rate	estimates_type	deletion_rate	insertion_rate	allelic_seq_cov	allelic_seq_cov_raw_var	gamma_shape	population_size	loh_rate
40	20	10	8e-06	0001	sciphi	candidate_snvs	NA	NA	no_cnv	0.0030980441612938	0.330312	17.3637938	2.42378	0.0293882	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	8e-06	0002	sciphi	candidate_snvs	NA	NA	no_cnv	0.0028379107995954	0.311113	21.1413974	2.53106	0.00642834	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	8e-06	0003	sciphi	candidate_snvs	NA	NA	no_cnv	0.0042315394688717	0.276487	7.7494019	2.19923	0.0127889	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	8e-06	0004	sciphi	candidate_snvs	NA	NA	no_cnv	0.0035038479170459	0.3454779999999999	10.7067147	2.32042	0.0092039	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	8e-06	0005	sciphi	candidate_snvs	NA	NA	no_cnv	0.0037145572189995	0.320234	10.5260998	2.3346	0.0171506	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	8e-06	0006	sciphi	candidate_snvs	NA	NA	no_cnv	0.0025632618729745	0.348684	23.8933449	2.34676	0.00667978	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	8e-06	0007	sciphi	candidate_snvs	NA	NA	no_cnv	0.0023837741951325	0.322689	29.2781926	2.35874	0.0338025	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	8e-06	0008	sciphi	candidate_snvs	NA	NA	no_cnv	0.0028374712305323	0.2994759999999999	17.2423246	2.36793	0.0229949	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	8e-06	0009	sciphi	candidate_snvs	NA	NA	no_cnv	0.0032487798644457	0.401296	17.497646	2.44774	0.0264128	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	8e-06	0010	sciphi	candidate_snvs	NA	NA	no_cnv	0.0028684894498042	0.33353	19.8331913	2.47677	0.0166574	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	8e-06	0001	sciphin	candidate_snvs	NA	NA	no_cnv	0.0026189960883574	0.316658	23.3508558	2.6623	0.0387057	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	8e-06	0002	sciphin	candidate_snvs	NA	NA	no_cnv	0.0027533925854466	0.3010549999999999	23.9730071	2.6164500000000004	0.0204802	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	8e-06	0003	sciphin	candidate_snvs	NA	NA	no_cnv	0.0029291390821584	0.281684	18.0237942	2.41099	0.0138653	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	8e-06	0004	sciphin	candidate_snvs	NA	NA	no_cnv	0.0023897167741442	0.289065	30.4887595	2.55183	0.022312	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	8e-06	0005	sciphin	candidate_snvs	NA	NA	no_cnv	0.0027502325559538	0.312276	23.195493	2.65714	0.0217916	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	8e-06	0006	sciphin	candidate_snvs	NA	NA	no_cnv	0.0027056681016734	0.291486	24.6758647	2.45595	0.0135116	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	8e-06	0007	sciphin	candidate_snvs	NA	NA	no_cnv	0.0024842856082637	0.293236	30.0988742	2.49906	0.0383748	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	8e-06	0008	sciphin	candidate_snvs	NA	NA	no_cnv	0.0028288266575857	0.3096109999999999	19.3064145	2.73632	0.0188519	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	8e-06	0009	sciphin	candidate_snvs	NA	NA	no_cnv	0.0025164522719845	0.320383	27.4629091	2.56654	0.0389525	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	8e-06	0010	sciphin	candidate_snvs	NA	NA	no_cnv	0.0028719026008458	0.2983949999999999	21.5798753	2.69746	0.021009	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	8e-06	0001	sieve	candidate_snvs	smc_mu_sa_stage_1	mt	no_cnv	0.0023283666901879	0.2983834617214047	51.36947771003868	2.5119950300739924	NA	mode	NA	NA	20.3401559567926	21.533688664359588	12.019946831852968	0.8012532507517824	NA
40	20	10	8e-06	0002	sieve	candidate_snvs	smc_mu_sa_stage_1	mt	no_cnv	0.0023405858247948	0.2989879998814182	51.37294310629532	2.5403545305048496	NA	median	NA	NA	20.28609336861181	13.82116065173747	12.40000520603508	0.902514724993294	NA
40	20	10	8e-06	0003	sieve	candidate_snvs	smc_mu_sa_stage_1	mt	no_cnv	0.002313124452068	0.2932914770538405	51.3585135297844	2.482870981433294	NA	median	NA	NA	17.682688118837753	11.788987959362393	12.526001101769571	1.0415694746907116	NA
40	20	10	8e-06	0004	sieve	candidate_snvs	smc_mu_sa_stage_1	mt	no_cnv	0.0023228503776386	0.295253369747718	51.43503618974311	2.4804009183667164	NA	median	NA	NA	17.46252800995685	14.45122569594765	12.015651118278514	0.8205222864092732	NA
40	20	10	8e-06	0005	sieve	candidate_snvs	smc_mu_sa_stage_1	mt	no_cnv	0.0023455982977271	0.303445868124579	51.39371012361604	2.57813135952464	NA	median	NA	NA	19.29496086735298	17.736004697210518	13.011480259172536	0.894995984072819	NA
40	20	10	8e-06	0006	sieve	candidate_snvs	smc_mu_sa_stage_1	mt	no_cnv	0.0023100889405482	0.2945034952932703	51.406934815628574	2.495217858955586	NA	median	NA	NA	19.44439508776681	13.56177758185747	13.750499165340567	1.0405203259397056	NA
40	20	10	8e-06	0007	sieve	candidate_snvs	smc_mu_sa_stage_1	mt	no_cnv	0.0023364960562013	0.3013800625175268	51.42130578040614	2.586074097013022	NA	median	NA	NA	19.791918837155333	21.40821798843069	12.531762585598656	0.5767745355577361	NA
40	20	10	8e-06	0008	sieve	candidate_snvs	smc_mu_sa_stage_1	mt	no_cnv	0.002309420485444	0.2858316649554613	51.35986311589798	2.505083077196625	NA	median	NA	NA	19.13826416672152	16.995299859903053	12.98045530449216	0.913011072776726	NA
40	20	10	8e-06	0009	sieve	candidate_snvs	smc_mu_sa_stage_1	mt	no_cnv	0.0023528700132415	0.2910218587376989	51.403457577330016	2.497569761790055	NA	mode	NA	NA	20.677607881995367	25.675947498034372	10.896361328647796	0.7432899271142569	NA
40	20	10	8e-06	0010	sieve	candidate_snvs	smc_mu_sa_stage_1	mt	no_cnv	0.0023273291960157	0.2936370603330166	51.34860011269993	2.432159410003514	NA	mode	NA	NA	19.68250930809524	15.412144999163765	12.1120304291309	0.7203923285835869	NA
40	20	10	8e-06	0001	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	no_cnv	0.0023327035972278	0.3045343168522088	51.39212210678496	2.562106036606079	NA	median	0.1416481868762057	NA	20.903989085378477	12.582169916454813	12.338924495443926	1.233434259562216	NA
40	20	10	8e-06	0002	indelsieve	candidate_snvs	smc_mudel_sa_stage_1	mt	no_cnv	0.0023415674185281	0.2951008641410897	51.34890161224201	2.562197472087558	NA	mode	0.0853788942736181	NA	20.426438701941564	11.817377622077652	11.915296284939096	1.2265599940820733	NA
