cell_num	coverage_mean	coverage_variance	mutation_rate	dataset	tool	snv_type	tool_setup	fine_tune_type	data_type	eff_seq_err_rate	ado_rate	wild_overdispersion	alternative_overdispersion	zygosity_rate	estimates_type	deletion_rate	insertion_rate	allelic_seq_cov	allelic_seq_cov_raw_var	gamma_shape	population_size	loh_rate
40	5	20	8e-06	0001	sciphi	candidate_snvs	NA	NA	no_cnv	0.0037703690256972	0.217076	6.4242518	2.10777	0.0283861	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	8e-06	0002	sciphi	candidate_snvs	NA	NA	no_cnv	0.0039700624960526	0.1854599999999999	5.8916201	2.3579	0.0163427	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	8e-06	0003	sciphi	candidate_snvs	NA	NA	no_cnv	0.0038904408088335	0.2409299999999999	4.020110000000001	2.54428	0.0210043	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	8e-06	0004	sciphi	candidate_snvs	NA	NA	no_cnv	0.0037219867751879	0.2017449999999999	6.7747957	2.20287	0.0221272	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	8e-06	0005	sciphi	candidate_snvs	NA	NA	no_cnv	0.0041963360945869	0.210674	6.0067162000000005	2.31987	0.0668573	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	8e-06	0006	sciphi	candidate_snvs	NA	NA	no_cnv	0.0038460148172312	0.215781	6.642226099999999	2.16282	0.0376316	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	8e-06	0007	sciphi	candidate_snvs	NA	NA	no_cnv	0.0041166795402401	0.198979	5.5866384	2.03794	0.050418	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	8e-06	0008	sciphi	candidate_snvs	NA	NA	no_cnv	0.0034021400223914	0.200833	9.3216034	2.22478	0.0177467	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	8e-06	0009	sciphi	candidate_snvs	NA	NA	no_cnv	0.0045281996622164	0.1998029999999999	4.5729874	2.13848	0.0505	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	8e-06	0010	sciphi	candidate_snvs	NA	NA	no_cnv	0.0044318199175463	0.2376519999999999	5.7547239	2.13694	0.0200502	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	8e-06	0001	sciphin	candidate_snvs	NA	NA	no_cnv	0.0033535546596935	0.200932	8.5361364	2.2101800000000003	0.0343329	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	8e-06	0002	sciphin	candidate_snvs	NA	NA	no_cnv	0.0034861617113249	0.203744	7.8113416	2.35022	0.0198455	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	8e-06	0003	sciphin	candidate_snvs	NA	NA	no_cnv	0.0039873613255821	0.238438	4.9112429	2.84554	0.0603248	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	8e-06	0004	sciphin	candidate_snvs	NA	NA	no_cnv	0.00339998425802	0.221156	7.762683	2.46754	0.024333	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	8e-06	0005	sciphin	candidate_snvs	NA	NA	no_cnv	0.0033780044665851	0.2169919999999999	8.330480399999999	2.5139	0.0371453	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	8e-06	0006	sciphin	candidate_snvs	NA	NA	no_cnv	0.0036954312637816	0.2027609999999999	7.018396	2.18513	0.0280282	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	8e-06	0007	sciphin	candidate_snvs	NA	NA	no_cnv	0.0034150256916388	0.1821859999999999	7.4512763	2.10595	0.0495389	NA	NA	NA	NA	NA	NA	NA	NA
